id,title,text,label
2414,CAESAR A9600 - Smartphone libre Android color blanco - ComeB,Envío de la UE CAESAR A9600 - Smartphone libre Android (pantalla táctil de 53&&' 540x960 cámara 8 Mp 4 GB de capacidad 4 procesadores de 1.2GHz 1 GB de RAM S.O. Android 4.1.2) color blanco - tablet pc Moviles chinos baratos S014394de € 21000. tenemos 20 años experiencia de Vestido de boda por encargo - Móvil de 5 pulgadas.,other
664,Eric Holder to help investigate Uber sexual harassment allegations,"Feb. 21 (UPI) — Uber hired former U.S. Attorney General Eric Holder to help lead an investigation into sexual harassment and discrimination recently alleged by a former employee. In a memo to employees, Uber CEO Travis Kalanick said the review will be conducted in “short order” and that it will involve Holder, Huffington Post founder and Uber board member Ariana Huffington, and Liane Hornsey, Uber’s new human resources chief. A blog post by former Uber engineer Susan Fowler prompted the investigation. She said she was sexually harassed by a supervisor almost immediately after she started at the company, and said her complaints were ignored by human resources. Over the course of a year Fowler said she was threatened and sabotaged by management because she complained about the harassment. On Sunday, Kalanick tweeted, hours after Fowler’s blog post spread online, that he was launching an “urgent investigation” into allegations she made that she was denied transfers and job opportunities because of sexism among managers. Kalanick told employees in the memo the review conducted by Holder, Huffington and Hornsey will investigate both Fowler’s claims and “diversity and inclusion at Uber more broadly.” “What is driving me through all this is a determination that we take what’s happened as an opportunity to heal wounds of the past and set a new standard for justice in the workplace,” Kalanick wrote. Holder was former President Barack Obama’s U.S. Attorney General from 2009 until 2015, when he was succeeded by Loretta Lynch. Other women at the company have experienced the same harassment, Fowler wrote in her post, which she says is why the number of women working at the company dwindled during her 12 months there. Within a few weeks of training, Fowler alleged her boss propositioned her in a messaging application, telling her he was in an open marriage and looking for a new partner. When Fowler told human resources, bringing them screenshots of the conversation, she said she was told nothing could be done about it, and that it was possible she’d have to deal with some type of backlash for having reported him. Fowler later attempted to transfer to a different department — based on her performance reviews, she should have been eligible — but her managers changed her reviews so she could not transfer, because they were trying to keep women on their teams, she said. Stephen Feller contributed to this report. Comment count on this article reflects comments made on Breitbart.com and Facebook. Visit Breitbart's Facebook Page. BREITBART CONNECT Sign Up For Our Newsletter MOST POPULAR FROM THE HOMEPAGE Send A Tip Send A Tip Copyright © 2017 Breitbart SUBSCRIBE TO THE BREITBART NEWSLETTERSwitch to Full Site Copyright © 2017 Breitbart",clickbait
1177,Security Heightened at Times Square for New Year's Eve Celebrations,"Massive 20-ton sanitation trucks, weighted with an extra 15 tons of sand, will surround the iconic New Year's Eve celebration in Times Square, officials said Thursday (Dec. 29), describing a security measure meant to stop deadly truck-driving attacks into crowds like those in Germany and France. The placement of the 65 trucks, along with 100 patrol cars, at intersections surrounding Times Square is a new element to an already heavily policed event that will include 7,000 officers, specially armed counterterrorism units and bomb-sniffing dogs. ""We live in a changing world now,"" New York Police Department Commissioner James O'Neil said. ""It can't just be, 'What happens in New York, what happens in the United States?' It has to be more, 'What happens worldwide?'"" A Tunisian man who plowed a truck into a Christmas market in Berlin this month killed 12 people and injured 56 others. His attack followed a more deadly assault in Nice, France, in July that left 86 people dead when a man drove a 20-ton refrigerated truck into a crowd celebrating Bastille Day. New York police studied those events in planning their Times Square security. ""As we formulated this year's plan, we paid close attention to world events and we learned from those events,"" said Carlos Gomez, the NYPD's chief of department. More than 1 million people are expected to attend the annual ball drop countdown in Manhattan, and officials said they didn't know of any terror threats. The security measures are part of augmented precautions across the nation for New Year's Eve. To keep Las Vegas' lavish celebration secure, the entire police force will be working or on-call with help from the FBI, the National Guard and the Secret Service and will close roads and beef up barriers to prevent vehicle attacks. Times Square revelers, who are prohibited from carrying umbrellas and large bags, will be screened at two points: once when they approach the Crossroads of the World and again when they enter one of the 65 pens that hold thousands of people each. And, as in past years, officials have removed trash bins and mailboxes, sealed manhole covers and done sweeps of parking garages and hotels. Police in New York have used trucks as blocker vehicles before, though never on this scale. The sand-filled trucks were deployed in November at the Thanksgiving Day parade and on Election Day, when they were posted outside Donald Trump's Trump Tower, at two Manhattan hotels and at a convention center used by Hillary Clinton's campaign. Investigators also are reviewing the records of truck rental companies, said James Waters, chief of the NYPD's counterterrorism bureau. The large trucks aren't the only offering from the Department of Sanitation, said Kathryn Garcia, the sanitation commissioner. About 280 employees will be on hand to clean up between 40 and 50 tons of debris after the ball drops following the 60-second countdown to 2017, she said.",news
1244,Geller: Why Trump Is Failing,"Make no mistake: the failure to repeal and replace Obamacare, which President Trump had so often promised to do, was a major defeat for his administration. The beginning of his administration is when President Trump had the chance to accomplish the most. But it’s not looking that way. He has certainly tried but is being thwarted at every turn by leftist activist judges and the RINO establishment. According to The Hill, “Trump became heavily involved in selling and negotiating the plan, holding at least 17 meetings on overhauling the healthcare system….Those included arm-twisting sessions (in person and on Twitter) with conservative and moderate factions that opposed the plan, as well as invites to the White House bowling alley and a rare personal trip to Capitol Hill. His aides were more than eager to tout ‘The Art of the Deal’ author’s abilities to get people to come to an agreement. ‘He is the closer,’ White House press secretary Sean Spicer said Wednesday.” So what happened? Trump has to take control. Take a page from Obama and clean house. With regard to Obamacare, Trump should take decisive action to salvage the situation now. He should call every GOP congressman into his office and just hammer out a deal. Here’s the thing: he talks about being a great negotiator, and that may be true. But throughout his career until now, he has been negotiating not with politicians, but with businessmen. We know their motive: profit. Money. It’s not the same with politicians. Politics is a twisted world, in which power and reelection are the currency in which they trade. The bottom line in business is money, and while money talks for politicians also, the bottom line with these corrupt clowns is not always so easy to discern. Breitbart News reminded us recently that House Speaker Paul Ryan “was caught on an audio file from October—obtained by Breitbart News and published a couple weeks ago—saying he is ‘not going to defend Donald Trump—not now, not in the future.’” And Trump was relying on him to repeal and replace Obamacare? Paul Ryan is also out of his depth. Love him or hate him, former House majority leader Tom DeLay knew how to herd those cats. That’s why the left had to destroy him. Ryan lacks what DeLay had: “bold aggressiveness and quiet maneuvering.” Ryan has got to go. James Comey, too. What’s with all the Obama holdovers throughout the Trump administration? The Justice Department’s civil rights division must be purged. What’s Eric Treene still doing there? In January 2012, after receiving a huge box (in response to my Freedom of Information Act request) full of documents relating to the Justice Department’s interactions with Muslim groups linked to Hamas and the Muslim Brotherhood, I wrote: Even more striking was the servile demeanor of the Civil Rights Division official Eric Treene, Special Counsel for the Department of Justice, Civil Rights Division, and the demanding condescension of Muslim Brotherhood operatives. Muslim and Arab operatives treat Treene and Co. like an errand boy, asking them for email addresses of other contacts and setting them to perform the most menial gofer duties.  The DOJ even takes lunch orders and picks up the tab, and in some cases asks them how much money they need for a little soiree they’re holding. It is astonishing. Yet Treene is still there, and doubtless still kowtowing. And he is not the only one. A senior Trump administration official said last week: “We have members of the former administration at the highest levels who through their actions after January 20 have demonstrated their refusal to recognize the results of the general election. They have pursued, organized, and managed a comprehensive subversion of the new administration.” The Washington Free Beacon reports that “in one instance, Trump administration officials found evidence that the administration’s executive order banning travel from certain Muslim-majority nations had been selectively altered to bring it more in line with Obama-era talking points. Several hours before the orders were set to be signed by Trump, officials noticed that language concerning ‘radical Islamic terrorism’ had been stripped from the order and replaced with Obama-era language about countering violent extremism. West Wing staffers quickly scrambled to rewrite the order to bring it back in line with Trump’s rhetoric.” That’s unconscionable. Whoever did that should have been immediately identified and fired. It’s not too late for Trump. But it will be soon if he doesn’t remember what got him elected in the first place, and drain the swamp. Pamela Geller is the President of the American Freedom Defense Initiative (AFDI), publisher of PamelaGeller.com and author of The Post-American Presidency: The Obama Administration’s War on America and Stop the Islamization of America: A Practical Guide to the Resistance. Follow her on Twitter here. Like her on Facebook here. Big Government, Obamacare, Donald Trump, Eric Treene, health care, obamacare, Pamela Geller, Paul Ryan, swamp Comment count on this article reflects comments made on Breitbart.com and Facebook. Visit Breitbart's Facebook Page. BREITBART CONNECT Sign Up For Our Newsletter MOST POPULAR FROM THE HOMEPAGE Send A Tip Send A Tip Copyright © 2017 Breitbart SUBSCRIBE TO THE BREITBART NEWSLETTERSwitch to Full Site Copyright © 2017 Breitbart",news
2166,The latest Jane Austen riff is ‘Pride and Prejudice’ and yawning,"It is a truth universally acknowledged that “Pride and Prejudice and Zombies” is a pretty silly idea. So why on Earth is this movie, based on the satirical book by Seth not having more fun? From the “Colonel” Darcy (Sam Riley) to generic undead carnage, the other, better mashup component is often overshadowed: Jane Austen’s comedy of manners about a man, a woman and England’s patriarchal property laws. Here, Elizabeth Bennet (Lily James) isn’t just a skeptic of romance and matrimony; she’s also a deadly Shaolin martial artist, thanks to her survivalist father (Charles Dance): “My daughters were trained for battle, sir, not the kitchen. ” An animated sequence explains how a “virulent and abominable” zombie plague came, rather karmically, from one of the colonies, obliterating London but kept at bay from the countryside. Here, the landed gentry continue on with their lifestyles, weapons close at hand. Director Burr Steers (“17 Again”) nails the aesthetics — zombies in ornate period dress are both amusing and chilling — but has his actors playing it completely, thuddingly straight. I don’t think Riley cracks a smile once. But the curmudgeonly Darcy also needs an endearing awkwardness and wit — and Riley, sorry to say, is no Darcy. James (“Cinderella”) seems game for high camp, but is denied: Stripped of most of Austen’s withering prose, she’s a passable action figure in passably filmed action sequences. Occasionally, Steers gets it right: When Darcy first proposes to Elizabeth, mostly via insults, the exchange earns him a roundhouse kick to his chest — as it maybe always should have. Matt Smith (“Doctor Who”) hamming it up as the pretentious parson Mr. Collins, is a brief comic gem. Heir to the Bennet fortune, he’s looking for a bride among the sisters — who cringe at his attempts at flirting and obsequious boasts about his patron, Lady Catherine de Bourgh (Lena Headey) England’s most decorated zombie slayer. The sweet romance between Jane Bennet (Bella Heathcote) and Bingley (Douglas Booth) is a footnote, while Mr. Wickham (Jack Huston) goes from being a sniveling con artist to, improbably, a supervillain. But the film’s biggest misstep is its unwillingness to embrace its own title: There is “Pride and Prejudice” or there are zombies; they’re too rarely intertwined. The result is, as our heroine might say, tolerable at best.",news
2045,This is going to be harder than Donald Trump expected,"(CNN)On the campaign trail, President Donald Trump promised to take a blowtorch and pliers to the Washington political establishment. But three weeks into his presidency, he has been repeatedly disarmed and frustrated by partisan opponents and the machinery of a government designed to check his power. It hasn't been for a lack of trying. Trump over his first 21 days in office has issued a barrage of executive actions aimed at delivering on a range of policy pledges -- including many of his most aggressive and controversial. But the January 27 travel ban has become a millstone on the neck of a young administration that has spent the last two weeks digging deeper into a legal battle that now seems destined for the Supreme Court. Much of the emerging image of dysfunction has been painted by Trump's own staff. The calls are coming from inside the White House -- and they are going to reporters, who have been flooded with accounts of a frenetic and angry president, who bounces from political frustration to personal grudge -- often in his bathrobe, according to a New York Times account disputed by the White House -- in the space of a few minutes. Now, with the foot soldiers of his Republican majority under siege in their home districts, the blustering outsider who chalked up his predecessors' failures to their lack of will or guile, is seeing his own challenged daily. A growing barrier to 'The Wall' ""I would build a great wall, and nobody builds walls better than me, believe me, and I'll build them very inexpensively,"" Trump said during his June 2015 campaign kick-off. ""I will build a great great wall on our southern border and I'll have Mexico pay for that wall."" Trump's promise to build a wall on the southern border was a consistent crowd-pleaser during the campaign. Congressional Republicans have vowed to finance its construction, but have been short on the how and when details. His guarantee that the Mexican government would foot the bill, which could, according a Reuters report out Thursday, cost more than $20 billion, had been one of the pitch's key selling point. But their president, under pressure at home, has balked and dismissed it out of hand. When the White House floated a 20% tariff on Mexican imports to cover the upfront costs, there was a rare bipartisan meltdown and the trial balloon was quickly deflated. Repeal and replace Obamacare with ... what? ""Something terrific,"" Trump said during a July 2015 interview with CNN's Dana Bash, who asked what he would push in place of Obamacare. Pressed to provide a bit more detail, Trump advocated for allowing people to buy insurance across state lines. But that carries concerns for critics from both sides of the aisle. It's been more than 18 months since that conversation -- and nearly seven years since President Barack Obama signed and Affordable Care Act into law -- but Trump and Republicans do not yet have a viable replacement to shop. In a Sunday interview with Fox News, the President called the process ""very complicated"" and suggested it could last into 2018 -- a midterm election year. And with demonstrators flooding town hall meetings to rail against Republicans' health care plan, or a convincing lack thereof, full repeal seems a long ways off. Some doubts on the homefront A little more than a week before his inauguration, Trump declared at a wild press conference in New York that ""Russia, China, Japan, Mexico, all countries will respect us far more, far more than they do under past administrations."" Trump during his campaign, and after being elected, asserted over and again the US, mostly because of Obama, had been diminished in the eyes of the world. He pledged to reverse that and restore those purported losses. While it's unclear exactly how outsiders' views of the US have shifted over the past three weeks, Gallup found that only 29% Americans believe ""other countries around the world have respect for the president."" Two-thirds of respondents said they did not. Here's how those numbers stack up against Presidents Obama and George W. Bush at similar stages of their first terms: Travel ban and a reckoning with the courts Another central tenet of his campaign, the ban -- proposed at first to target all Muslims, then reframed after his swearing-in to focus on citizens from seven majority Muslim nations -- has been the administration's most controversial initiative so far. The executive order, which also paused the US refugee program and halted the entry of Syrian refugees indefinitely, set off mass protests around the country. Within 24 hours, judges were hearing arguments against it. Now, after seeing it blocked in multiple venues, Trump will have to decide if he wants a Supreme Court showdown or to go back to the drawing board. On Friday, he signaled both options remained on the table. And more pointedly, doubled down on his argument in favor of some kind of ban. ""There are tremendous threats to our country,"" he said during a joint press conference with Japanese Prime Minister Shinzo Abe, eschewing specifics but suggesting that he, as President, was privy to information that would shake the broader public. However it plays out, what's clear now is that Trump's December 2015 announcement ""calling for a total and complete shutdown of Muslims entering the United States until our country's representatives can figure out what is going on"" is a long way off -- and even more measured versions have significant challenges ahead. Sanctuary cities no harbor for Trump's policies In another early executive action, Trump signed an order seeking to ""ensure that jurisdictions that fail to comply with applicable Federal law do not receive Federal funds, except as mandated by law."" Delivered days before the travel ban, this too set off an avalanche of protest, both in the streets and among mostly Democratic leaders in major urban centers like New York, Chicago and Los Angeles. Smaller cities like New Haven, Connecticut, and Austin, Texas, have also threatened to fight back in court. And in an ironic twist, Los Angeles Mayor Eric Garcetti (among others) pointed to a 2012 Supreme Court case to explain why they're so confident. The ruling in NFIB vs. Sebelius, which allowed states to reject Medicaid expansion without the threat of losing pre-existing funds, set a precedent Trump's opponents say will prevent him from using federal money as a tool to coerce local governments. In the private dealings of his family business, Trump's decision-making went unquestioned -- at least publicly. But the presidency is ruled by a different calculus, one its new resident, three weeks into his four year term, is struggling to command.",clickbait
2010,Syria's brutal war is moving towards another round of peace talks,"Reuters Feb. 12, 2017, 3:26 PM 4 facebook linkedin twitter email print AMMAN (Reuters) - Syria's main opposition body on Sunday approved a new delegation to take part in Geneva peace talks later this month, which include Russian-backed blocs that have been critical of the armed insurgency against President Bashar al-Assad. The High Negotiation Committee, (HNC) the main umbrella group, said in a statement after two-days of meetings in the Saudi capital, Riyadh, that the new 21-member negotiating team included members of two dissident alliances with which it has previously been at odds. Those two alliances -- the so-called Moscow and Cairo groups -- have long disavowed the armed rebellion and insisted that political change can only come through peaceful activism. Their members include a former Syrian government minister with close ties to Moscow. Mohammad Sabra, who was appointed as chief negotiator, told Saudi-owned Al-Hadath news channel that the delegation brought together various groups. He also accused unnamed foreign powers of trying to impose their views on the composition of the delegation, an apparent reference to Russia. The body also chose a new head of the negotiating team, Nasr al Hariri, a veteran opposition figure from southern Syria. The next round of U.N.-sponsored talks on the conflict, now in its sixth year, have been scheduled for Feb. 20. The HNC said in the statement the goal of the negotiations was a political transition under U.N. auspices in which Assad had no role in the future of the country. But it steered away from its previous insistence the Syrian president should leave at the start of a transitional phase. The HNC also said foreign powers had no right to present a vision of Syria's future political system without the consent of Syrians. Russian last month tabled the draft of a proposed new constitution for Syria, though it insisted the document had been circulated for the purposes of discussion only. The HNC represented the opposition in Geneva talks last year. But it was not invited to recently convened talks in the Kazakh capital, Astana. The indirect talks between government and rebel delegates in Astana were held with the aim of shoring up a ceasefire brokered by Turkey and Russia. Â  (Reporting by Suleiman Al-Khalidi and Tom Perry, editing by Larry King) The world's largest tech fund is considering a $1 billion plus investment in WeWork Silicon Valley is financing the fight against Trump's immigration policy (BOX, NFLX, MSFT, AAPL) Samsung just recalled nearly 3 million washing machines because they might explode U.S. to meet target of admitting 10,000 Syrian refugees: White House Fight for Syria's Aleppo exposes limits of Russian air power  How this astronaut overcame failure and rejection to land his dream job More ""Idea Factory""Â Â» We just created the best Google Chrome extension on the market for latest news headlines More ""BI Innovations""Â Â»",news
2312,,"I was in a hearing of a committee (""Enquete-Kommission Internet und digitale Gesellschaft"") of the German Parliament (Bundestag) where the technical leader of the LiMux project mentioned the numbers in passing.IIRC he mentioned that if you only consider the license costs the balance is roughly even and if you also consider that you need to upgrade the hardware less often (because of lower resource usage of limux vs. windows) limux comes out clearly ahead.Sorry that I don't have anything to link to and I notice that my source is biased too.",other
84,Washington Pizzeria Gunman Pleads Guilty to Weapons Charges ,"WASHINGTON — A 28-year-old North Carolina man pleaded guilty Friday in federal court to firing a military-style assault rifle inside a Washington pizza restaurant as he investigated spurious claims in online articles that the pizzeria was at the center of a child sex-slave ring. The man, Edgar Maddison Welch, of Salisbury, N.C., also admitted that he transported a firearm and ammunition across state lines, a federal charge. He faces up to two decades in prison on both felony charges, but prosecutors and defense lawyers agreed he should serve no more than a maximum of seven years. Mr. Welch, who remains in custody, is scheduled to be sentenced in June. According to prosecutors, Mr. Welch traveled on Dec. 4 from North Carolina to the Comet Ping Pong restaurant in Northwest Washington after reading unfounded online reports that the restaurant had been harboring child sex slaves as part of a child-abuse ring led by Hillary Clinton, then the Democratic nominee for president. Prosecutors said Mr. Welch also watched YouTube videos about the false stories. The authorities said Mr. Welch told friends that he was “sacrificing the lives of a few for the lives of many” and “standing up against a corrupt system that kidnaps, tortures and rapes babies and children in our own backyard.” Prosecutors said his friends declined to help carry out his mission. While driving, Mr. Welch sent messages and made a video suggesting he might not return home alive. Mr. Welch was armed with an AR-15 rifle, a .38-caliber revolver and a shotgun when he arrived at the restaurant. At about 3 p.m., he walked into the pizzeria with the rifle and holstered handgun, which was visible to employees and patrons. He left the shotgun in the car. Prosecutors said people inside the restaurant panicked and fled. While inside, Mr. Welch fired his rifle into a locked door and also pointed the weapon at an employee carrying pizza dough. Mr. Welch spent about 20 minutes inside the restaurant and then walked unarmed outside, where he was arrested. Prosecutors said Mr. Welch left the rifle and handgun in the restaurant. In an interview with The New York Times shortly after his arrest, Mr. Welch said he had gone to the restaurant with good intentions. He said the “thought of innocent people suffering” broke his heart. But he also said he regretted how he handled the situation.",news
2619,"Kareem Abdul-Jabbar: In this crucial election, I’m endorsing Hillary Clinton","Kareem is an author, commentator and former professional basketball player. There is a tradition in U. S. politics of somberly proclaiming that each election is The Most Important in History. The idea, of course, is to scare people into voting for some candidate or another. This is done by describing an apocalyptic future like some sadistic camp counselor telling horror stories at bedtime with a flashlight under his chin. In making this assertion so frequently, we run the risk of sounding like the boy who cried wolf, and therefore not being taken seriously when an election comes around that really is important to American history. As this one is. This isn’t because we have a female candidate who may be her party’s nominee. That would be historically significant, as was electing Barack Obama as the first black president. His race and her gender inform who they are, as any person’s cultural background does, but it’s policies that maketh the politician. And it’s policies that make me endorse Hillary Clinton for president of the United States. From Snoop Dogg and Tim Allen to Tila Tequila and Ronda Rousey, here’s a look at some of the unexpected celebrity endorsements this election season. (Gillian Washington Post) Before I get into the reasons I support Clinton, let me first explain why this election really is so important. On Aug. 8, 1945 — two days after the bombing of Hiroshima — Albert Camus wrote an essay warning future generations about the choices before them: “This is no longer a prayer but a demand to be made by all peoples to their governments — a demand to choose definitively between hell and reason. ” That is what the stakes of this election are: We are choosing between hell and reason. America was founded on the principles emanating from the Age of Reason, also known as the Age of Enlightenment. But today, with the rise of Republican candidates such as Donald Trump and Ted Cruz, we are witnessing a rejection of these foundational ideals in favor of a hellish chaos of lies, misdirection, attacks on the Constitution and, most harmful to the country, a rejection of reason. This last item is especially evident in Trump’s continued dominance despite the fact that so many people in his own party have vigorously rejected his inflammatory rhetoric, empty promises and lack of knowledge. I’m frustrated and angry at hearing about frustration and anger toward Washington gridlock as an excuse for embracing candidates who will only add to the problem. But that’s what is happening with Trump and Cruz supporters. These voters share a distrust of experts, preferring “the wisdom of ordinary people. ” Really? I prefer the wisdom of a trained physician when I have pain in my chest. One of the problems in Washington is that some legislators ignore the experts, such as the international community of scientists who have studied and confirmed global warming, so as to bury their heads and do nothing. When did we start devaluing intelligence and knowledge? That’s why electing Clinton is important not just to maintaining the integrity of the United States but also to preventing an international trend that threatens to unleash a triumph of hatred and fear over reason. We are in a defining battle between the resurgence of the irrational, and all the horrors that have historically gone with it — violence, bigotry, fascism — and reason, with all the advances that have accompanied it — justice and freedom for all, regardless of ethnic background, social status, gender or sexual orientation. I like Bernie Sanders, both for his populism and the dedication to the welfare of all Americans in his heart. He’s a decent man with the courage of his convictions. He will make a strong ally for Clinton. But Clinton possesses that rare but crucial combination of idealism and pragmatism. She can both envision a better world and take the necessary steps to make that vision a reality. She embodies the principles of the Age of Reason and isn’t afraid to fight against the confederacy of dunces who would undermine the principles of inclusion and diversity that America stands for. Clinton has a long and distinguished history of fighting hard for and Americans. As first lady, she could have taken a traditional ornamental and passive role, but she chose a path as an activist. She has been an advocate of national health care since 1993, despite fierce opposition from the industry. We wouldn’t have the Affordable Care Act — which has brought coverage to millions — if not for her early efforts. I especially appreciate Clinton’s unflinching support of President Obama’s policies, which have lifted many Americans both economically and socially, despite the battered economy that he inherited. Continuing the direction of those policies, including reforming a bail system that targets the poor, drug laws that target minorities and an education system that saddles college students with unbearable debts, must be a priority if the United States is to be the land of equal opportunity it brands itself to be. This election truly is a choice between hell and reason, and I want the best, candidate to ensure that the United States lands on the right side of that battle. In Clinton we have a proven warrior who has both the commitment and record of accomplishment to lead the fight. Read more about this topic: Sander M. Levin and Henry Waxman: Hillary Clinton will help Democrats move Obamacare forward Dana Milbank: The sexist double standards hurting Hillary Clinton",news
